src,dst,edge_type
cfRNA_139,cfRNA_170,similarity
cfRNA_139,cfRNA_181,similarity
cfRNA_140,cfRNA_177,similarity
cfRNA_140,cfRNA_182,similarity
cfRNA_140,cfRNA_168,similarity
cfRNA_140,cfRNA_181,similarity
cfRNA_140,cfRNA_186,similarity
cfRNA_140,cfRNA_184,similarity
cfRNA_140,cfRNA_170,similarity
cfRNA_140,cfRNA_185,similarity
cfRNA_140,cfRNA_175,similarity
cfRNA_140,cfRNA_118,similarity
cfRNA_141,cfRNA_168,similarity
cfRNA_141,cfRNA_172,similarity
cfRNA_141,cfRNA_181,similarity
cfRNA_141,cfRNA_186,similarity
cfRNA_141,cfRNA_182,similarity
cfRNA_141,cfRNA_185,similarity
cfRNA_141,cfRNA_118,similarity
cfRNA_141,cfRNA_184,similarity
cfRNA_141,cfRNA_170,similarity
cfRNA_141,cfRNA_175,similarity
cfRNA_142,cfRNA_118,similarity
cfRNA_142,cfRNA_172,similarity
cfRNA_142,cfRNA_170,similarity
cfRNA_142,cfRNA_157,similarity
cfRNA_142,cfRNA_168,similarity
cfRNA_142,cfRNA_132,similarity
cfRNA_142,cfRNA_122,similarity
cfRNA_142,cfRNA_140,similarity
cfRNA_142,cfRNA_143,similarity
cfRNA_142,cfRNA_120,similarity
cfRNA_143,cfRNA_186,similarity
cfRNA_143,cfRNA_182,similarity
cfRNA_143,cfRNA_185,similarity
cfRNA_143,cfRNA_165,similarity
cfRNA_143,cfRNA_181,similarity
cfRNA_143,cfRNA_184,similarity
cfRNA_143,cfRNA_168,similarity
cfRNA_143,cfRNA_175,similarity
cfRNA_143,cfRNA_170,similarity
cfRNA_143,cfRNA_118,similarity
cfRNA_144,cfRNA_186,similarity
cfRNA_144,cfRNA_168,similarity
cfRNA_144,cfRNA_165,similarity
cfRNA_144,cfRNA_170,similarity
cfRNA_144,cfRNA_185,similarity
cfRNA_144,cfRNA_182,similarity
cfRNA_144,cfRNA_175,similarity
cfRNA_144,cfRNA_181,similarity
cfRNA_144,cfRNA_184,similarity
cfRNA_144,cfRNA_118,similarity
cfRNA_145,cfRNA_185,similarity
cfRNA_145,cfRNA_172,similarity
cfRNA_145,cfRNA_181,similarity
cfRNA_145,cfRNA_170,similarity
cfRNA_145,cfRNA_184,similarity
cfRNA_145,cfRNA_168,similarity
cfRNA_145,cfRNA_175,similarity
cfRNA_145,cfRNA_165,similarity
cfRNA_145,cfRNA_118,similarity
cfRNA_145,cfRNA_144,similarity
cfRNA_146,cfRNA_175,similarity
cfRNA_146,cfRNA_166,similarity
cfRNA_146,cfRNA_154,similarity
cfRNA_146,cfRNA_120,similarity
cfRNA_146,cfRNA_122,similarity
cfRNA_146,cfRNA_143,similarity
cfRNA_146,cfRNA_140,similarity
cfRNA_146,cfRNA_144,similarity
cfRNA_146,cfRNA_168,similarity
cfRNA_146,cfRNA_157,similarity
cfRNA_147,cfRNA_189,similarity
cfRNA_147,cfRNA_143,similarity
cfRNA_147,cfRNA_146,similarity
cfRNA_147,cfRNA_168,similarity
cfRNA_147,cfRNA_191,similarity
cfRNA_147,cfRNA_157,similarity
cfRNA_147,cfRNA_140,similarity
cfRNA_147,cfRNA_154,similarity
cfRNA_147,cfRNA_164,similarity
cfRNA_147,cfRNA_166,similarity
cfRNA_148,cfRNA_191,similarity
cfRNA_148,cfRNA_156,similarity
cfRNA_148,cfRNA_146,similarity
cfRNA_148,cfRNA_154,similarity
cfRNA_148,cfRNA_108,similarity
cfRNA_148,cfRNA_164,similarity
cfRNA_148,cfRNA_166,similarity
cfRNA_148,cfRNA_163,similarity
cfRNA_148,cfRNA_149,similarity
cfRNA_148,cfRNA_147,similarity
cfRNA_149,cfRNA_146,similarity
cfRNA_149,cfRNA_142,similarity
cfRNA_149,cfRNA_154,similarity
cfRNA_149,cfRNA_108,similarity
cfRNA_149,cfRNA_166,similarity
cfRNA_149,cfRNA_164,similarity
cfRNA_149,cfRNA_163,similarity
cfRNA_149,cfRNA_156,similarity
cfRNA_149,cfRNA_147,similarity
cfRNA_149,cfRNA_148,similarity
cfRNA_150,cfRNA_122,similarity
cfRNA_150,cfRNA_152,similarity
cfRNA_150,cfRNA_168,similarity
cfRNA_150,cfRNA_185,similarity
cfRNA_150,cfRNA_184,similarity
cfRNA_150,cfRNA_181,similarity
cfRNA_150,cfRNA_118,similarity
cfRNA_150,cfRNA_175,similarity
cfRNA_150,cfRNA_172,similarity
cfRNA_150,cfRNA_170,similarity
cfRNA_151,cfRNA_132,similarity
cfRNA_151,cfRNA_153,similarity
cfRNA_151,cfRNA_159,similarity
cfRNA_151,cfRNA_160,similarity
cfRNA_151,cfRNA_157,similarity
cfRNA_151,cfRNA_162,similarity
cfRNA_151,cfRNA_152,similarity
cfRNA_151,cfRNA_171,similarity
cfRNA_151,cfRNA_158,similarity
cfRNA_151,cfRNA_150,similarity
cfRNA_152,cfRNA_177,similarity
cfRNA_152,cfRNA_176,similarity
cfRNA_152,cfRNA_165,similarity
cfRNA_152,cfRNA_185,similarity
cfRNA_152,cfRNA_170,similarity
cfRNA_152,cfRNA_182,similarity
cfRNA_152,cfRNA_175,similarity
cfRNA_152,cfRNA_118,similarity
cfRNA_152,cfRNA_184,similarity
cfRNA_152,cfRNA_181,similarity
cfRNA_153,cfRNA_176,similarity
cfRNA_153,cfRNA_175,similarity
cfRNA_153,cfRNA_184,similarity
cfRNA_153,cfRNA_159,similarity
cfRNA_153,cfRNA_152,similarity
cfRNA_153,cfRNA_158,similarity
cfRNA_153,cfRNA_165,similarity
cfRNA_153,cfRNA_118,similarity
cfRNA_153,cfRNA_170,similarity
cfRNA_153,cfRNA_181,similarity
cfRNA_154,cfRNA_120,similarity
cfRNA_154,cfRNA_144,similarity
cfRNA_154,cfRNA_186,similarity
cfRNA_154,cfRNA_143,similarity
cfRNA_154,cfRNA_170,similarity
cfRNA_154,cfRNA_175,similarity
cfRNA_154,cfRNA_118,similarity
cfRNA_154,cfRNA_140,similarity
cfRNA_154,cfRNA_168,similarity
cfRNA_154,cfRNA_157,similarity
cfRNA_155,cfRNA_171,similarity
cfRNA_155,cfRNA_143,similarity
cfRNA_155,cfRNA_139,similarity
cfRNA_155,cfRNA_172,similarity
cfRNA_155,cfRNA_132,similarity
cfRNA_155,cfRNA_165,similarity
cfRNA_155,cfRNA_158,similarity
cfRNA_155,cfRNA_150,similarity
cfRNA_155,cfRNA_144,similarity
cfRNA_155,cfRNA_157,similarity
cfRNA_156,cfRNA_143,similarity
cfRNA_156,cfRNA_171,similarity
cfRNA_156,cfRNA_120,similarity
cfRNA_156,cfRNA_189,similarity
cfRNA_156,cfRNA_150,similarity
cfRNA_156,cfRNA_166,similarity
cfRNA_156,cfRNA_132,similarity
cfRNA_156,cfRNA_191,similarity
cfRNA_156,cfRNA_157,similarity
cfRNA_156,cfRNA_154,similarity
cfRNA_157,cfRNA_165,similarity
cfRNA_157,cfRNA_170,similarity
cfRNA_157,cfRNA_181,similarity
cfRNA_157,cfRNA_185,similarity
cfRNA_157,cfRNA_182,similarity
cfRNA_157,cfRNA_184,similarity
cfRNA_157,cfRNA_168,similarity
cfRNA_157,cfRNA_118,similarity
cfRNA_157,cfRNA_186,similarity
cfRNA_157,cfRNA_175,similarity
cfRNA_158,cfRNA_182,similarity
cfRNA_158,cfRNA_184,similarity
cfRNA_158,cfRNA_172,similarity
cfRNA_158,cfRNA_176,similarity
cfRNA_158,cfRNA_175,similarity
cfRNA_158,cfRNA_118,similarity
cfRNA_158,cfRNA_159,similarity
cfRNA_158,cfRNA_170,similarity
cfRNA_158,cfRNA_165,similarity
cfRNA_158,cfRNA_181,similarity
cfRNA_159,cfRNA_176,similarity
cfRNA_159,cfRNA_185,similarity
cfRNA_159,cfRNA_178,similarity
cfRNA_159,cfRNA_182,similarity
cfRNA_159,cfRNA_184,similarity
cfRNA_159,cfRNA_175,similarity
cfRNA_159,cfRNA_118,similarity
cfRNA_159,cfRNA_170,similarity
cfRNA_159,cfRNA_181,similarity
cfRNA_159,cfRNA_165,similarity
cfRNA_160,cfRNA_185,similarity
cfRNA_160,cfRNA_176,similarity
cfRNA_160,cfRNA_182,similarity
cfRNA_160,cfRNA_172,similarity
cfRNA_160,cfRNA_165,similarity
cfRNA_160,cfRNA_184,similarity
cfRNA_160,cfRNA_170,similarity
cfRNA_160,cfRNA_181,similarity
cfRNA_160,cfRNA_175,similarity
cfRNA_160,cfRNA_118,similarity
cfRNA_161,cfRNA_172,similarity
cfRNA_161,cfRNA_181,similarity
cfRNA_161,cfRNA_184,similarity
cfRNA_161,cfRNA_152,similarity
cfRNA_161,cfRNA_175,similarity
cfRNA_161,cfRNA_176,similarity
cfRNA_161,cfRNA_159,similarity
cfRNA_161,cfRNA_165,similarity
cfRNA_161,cfRNA_118,similarity
cfRNA_161,cfRNA_170,similarity
cfRNA_162,cfRNA_178,similarity
cfRNA_162,cfRNA_184,similarity
cfRNA_162,cfRNA_176,similarity
cfRNA_162,cfRNA_159,similarity
cfRNA_162,cfRNA_152,similarity
cfRNA_162,cfRNA_175,similarity
cfRNA_162,cfRNA_181,similarity
cfRNA_162,cfRNA_118,similarity
cfRNA_162,cfRNA_165,similarity
cfRNA_162,cfRNA_170,similarity
cfRNA_163,cfRNA_140,similarity
cfRNA_163,cfRNA_132,similarity
cfRNA_163,cfRNA_120,similarity
cfRNA_163,cfRNA_171,similarity
cfRNA_163,cfRNA_143,similarity
cfRNA_163,cfRNA_157,similarity
cfRNA_163,cfRNA_166,similarity
cfRNA_163,cfRNA_164,similarity
cfRNA_163,cfRNA_146,similarity
cfRNA_163,cfRNA_154,similarity
cfRNA_164,cfRNA_183,similarity
cfRNA_164,cfRNA_122,similarity
cfRNA_164,cfRNA_188,similarity
cfRNA_164,cfRNA_118,similarity
cfRNA_164,cfRNA_132,similarity
cfRNA_164,cfRNA_140,similarity
cfRNA_164,cfRNA_120,similarity
cfRNA_164,cfRNA_154,similarity
cfRNA_164,cfRNA_168,similarity
cfRNA_164,cfRNA_157,similarity
cfRNA_165,cfRNA_176,similarity
cfRNA_165,cfRNA_168,similarity
cfRNA_165,cfRNA_177,similarity
cfRNA_165,cfRNA_170,similarity
cfRNA_165,cfRNA_182,similarity
cfRNA_165,cfRNA_185,similarity
cfRNA_165,cfRNA_175,similarity
cfRNA_165,cfRNA_181,similarity
cfRNA_165,cfRNA_184,similarity
cfRNA_165,cfRNA_118,similarity
cfRNA_166,cfRNA_143,similarity
cfRNA_166,cfRNA_170,similarity
cfRNA_166,cfRNA_185,similarity
cfRNA_166,cfRNA_122,similarity
cfRNA_166,cfRNA_118,similarity
cfRNA_166,cfRNA_165,similarity
cfRNA_166,cfRNA_140,similarity
cfRNA_166,cfRNA_175,similarity
cfRNA_166,cfRNA_157,similarity
cfRNA_166,cfRNA_168,similarity
cfRNA_167,cfRNA_170,similarity
cfRNA_167,cfRNA_175,similarity
cfRNA_167,cfRNA_188,similarity
cfRNA_167,cfRNA_120,similarity
cfRNA_167,cfRNA_122,similarity
cfRNA_167,cfRNA_140,similarity
cfRNA_167,cfRNA_143,similarity
cfRNA_167,cfRNA_118,similarity
cfRNA_167,cfRNA_157,similarity
cfRNA_167,cfRNA_168,similarity
cfRNA_168,cfRNA_177,similarity
cfRNA_168,cfRNA_165,similarity
cfRNA_168,cfRNA_170,similarity
cfRNA_168,cfRNA_186,similarity
cfRNA_168,cfRNA_182,similarity
cfRNA_168,cfRNA_185,similarity
cfRNA_168,cfRNA_181,similarity
cfRNA_168,cfRNA_175,similarity
cfRNA_168,cfRNA_184,similarity
cfRNA_168,cfRNA_118,similarity
cfRNA_169,cfRNA_157,similarity
cfRNA_169,cfRNA_168,similarity
cfRNA_169,cfRNA_122,similarity
cfRNA_169,cfRNA_186,similarity
cfRNA_169,cfRNA_120,similarity
cfRNA_169,cfRNA_188,similarity
cfRNA_169,cfRNA_132,similarity
cfRNA_169,cfRNA_161,similarity
cfRNA_169,cfRNA_130,similarity
cfRNA_169,cfRNA_142,similarity
cfRNA_170,cfRNA_165,similarity
cfRNA_170,cfRNA_176,similarity
cfRNA_170,cfRNA_186,similarity
cfRNA_170,cfRNA_177,similarity
cfRNA_170,cfRNA_118,similarity
cfRNA_170,cfRNA_185,similarity
cfRNA_170,cfRNA_175,similarity
cfRNA_170,cfRNA_182,similarity
cfRNA_170,cfRNA_181,similarity
cfRNA_170,cfRNA_184,similarity
cfRNA_171,cfRNA_176,similarity
cfRNA_171,cfRNA_184,similarity
cfRNA_171,cfRNA_168,similarity
cfRNA_171,cfRNA_172,similarity
cfRNA_171,cfRNA_181,similarity
cfRNA_171,cfRNA_165,similarity
cfRNA_171,cfRNA_159,similarity
cfRNA_171,cfRNA_175,similarity
cfRNA_171,cfRNA_118,similarity
cfRNA_171,cfRNA_170,similarity
cfRNA_172,cfRNA_177,similarity
cfRNA_172,cfRNA_176,similarity
cfRNA_172,cfRNA_170,similarity
cfRNA_172,cfRNA_186,similarity
cfRNA_172,cfRNA_118,similarity
cfRNA_172,cfRNA_185,similarity
cfRNA_172,cfRNA_182,similarity
cfRNA_172,cfRNA_175,similarity
cfRNA_172,cfRNA_181,similarity
cfRNA_172,cfRNA_184,similarity
cfRNA_173,cfRNA_118,similarity
cfRNA_173,cfRNA_182,similarity
cfRNA_173,cfRNA_159,similarity
cfRNA_173,cfRNA_178,similarity
cfRNA_173,cfRNA_184,similarity
cfRNA_173,cfRNA_176,similarity
cfRNA_173,cfRNA_170,similarity
cfRNA_173,cfRNA_175,similarity
cfRNA_173,cfRNA_172,similarity
cfRNA_173,cfRNA_181,similarity
cfRNA_174,cfRNA_178,similarity
cfRNA_174,cfRNA_185,similarity
cfRNA_174,cfRNA_183,similarity
cfRNA_174,cfRNA_176,similarity
cfRNA_174,cfRNA_184,similarity
cfRNA_174,cfRNA_186,similarity
cfRNA_174,cfRNA_182,similarity
cfRNA_174,cfRNA_181,similarity
cfRNA_174,cfRNA_177,similarity
cfRNA_174,cfRNA_187,similarity
cfRNA_175,cfRNA_168,similarity
cfRNA_175,cfRNA_176,similarity
cfRNA_175,cfRNA_170,similarity
cfRNA_175,cfRNA_177,similarity
cfRNA_175,cfRNA_186,similarity
cfRNA_175,cfRNA_118,similarity
cfRNA_175,cfRNA_185,similarity
cfRNA_175,cfRNA_181,similarity
cfRNA_175,cfRNA_182,similarity
cfRNA_175,cfRNA_184,similarity
cfRNA_176,cfRNA_187,similarity
cfRNA_176,cfRNA_170,similarity
cfRNA_176,cfRNA_186,similarity
cfRNA_176,cfRNA_118,similarity
cfRNA_176,cfRNA_177,similarity
cfRNA_176,cfRNA_185,similarity
cfRNA_176,cfRNA_175,similarity
cfRNA_176,cfRNA_182,similarity
cfRNA_176,cfRNA_184,similarity
cfRNA_176,cfRNA_181,similarity
cfRNA_177,cfRNA_170,similarity
cfRNA_177,cfRNA_183,similarity
cfRNA_177,cfRNA_118,similarity
cfRNA_177,cfRNA_175,similarity
cfRNA_177,cfRNA_187,similarity
cfRNA_177,cfRNA_185,similarity
cfRNA_177,cfRNA_181,similarity
cfRNA_177,cfRNA_184,similarity
cfRNA_177,cfRNA_186,similarity
cfRNA_177,cfRNA_182,similarity
cfRNA_178,cfRNA_118,similarity
cfRNA_178,cfRNA_186,similarity
cfRNA_178,cfRNA_170,similarity
cfRNA_178,cfRNA_175,similarity
cfRNA_178,cfRNA_180,similarity
cfRNA_178,cfRNA_177,similarity
cfRNA_178,cfRNA_182,similarity
cfRNA_178,cfRNA_185,similarity
cfRNA_178,cfRNA_181,similarity
cfRNA_178,cfRNA_184,similarity
cfRNA_179,cfRNA_161,similarity
cfRNA_179,cfRNA_51,similarity
cfRNA_179,cfRNA_37,similarity
cfRNA_179,cfRNA_137,similarity
cfRNA_179,cfRNA_142,similarity
cfRNA_179,cfRNA_130,similarity
cfRNA_179,cfRNA_190,similarity
cfRNA_179,cfRNA_128,similarity
cfRNA_179,cfRNA_131,similarity
cfRNA_179,cfRNA_169,similarity
cfRNA_180,cfRNA_170,similarity
cfRNA_180,cfRNA_118,similarity
cfRNA_180,cfRNA_178,similarity
cfRNA_180,cfRNA_175,similarity
cfRNA_180,cfRNA_186,similarity
cfRNA_180,cfRNA_177,similarity
cfRNA_180,cfRNA_185,similarity
cfRNA_180,cfRNA_182,similarity
cfRNA_180,cfRNA_181,similarity
cfRNA_180,cfRNA_184,similarity
cfRNA_181,cfRNA_187,similarity
cfRNA_181,cfRNA_176,similarity
cfRNA_181,cfRNA_170,similarity
cfRNA_181,cfRNA_118,similarity
cfRNA_181,cfRNA_186,similarity
cfRNA_181,cfRNA_175,similarity
cfRNA_181,cfRNA_177,similarity
cfRNA_181,cfRNA_185,similarity
cfRNA_181,cfRNA_182,similarity
cfRNA_181,cfRNA_184,similarity
cfRNA_182,cfRNA_176,similarity
cfRNA_182,cfRNA_170,similarity
cfRNA_182,cfRNA_118,similarity
cfRNA_182,cfRNA_175,similarity
cfRNA_182,cfRNA_187,similarity
cfRNA_182,cfRNA_186,similarity
cfRNA_182,cfRNA_177,similarity
cfRNA_182,cfRNA_185,similarity
cfRNA_182,cfRNA_181,similarity
cfRNA_182,cfRNA_184,similarity
cfRNA_183,cfRNA_180,similarity
cfRNA_183,cfRNA_118,similarity
cfRNA_183,cfRNA_175,similarity
cfRNA_183,cfRNA_185,similarity
cfRNA_183,cfRNA_187,similarity
cfRNA_183,cfRNA_181,similarity
cfRNA_183,cfRNA_186,similarity
cfRNA_183,cfRNA_177,similarity
cfRNA_183,cfRNA_184,similarity
cfRNA_183,cfRNA_182,similarity
cfRNA_184,cfRNA_187,similarity
cfRNA_184,cfRNA_180,similarity
cfRNA_184,cfRNA_170,similarity
cfRNA_184,cfRNA_118,similarity
cfRNA_184,cfRNA_177,similarity
cfRNA_184,cfRNA_175,similarity
cfRNA_184,cfRNA_186,similarity
cfRNA_184,cfRNA_185,similarity
cfRNA_184,cfRNA_182,similarity
cfRNA_184,cfRNA_181,similarity
cfRNA_185,cfRNA_180,similarity
cfRNA_185,cfRNA_187,similarity
cfRNA_185,cfRNA_170,similarity
cfRNA_185,cfRNA_175,similarity
cfRNA_185,cfRNA_118,similarity
cfRNA_185,cfRNA_177,similarity
cfRNA_185,cfRNA_186,similarity
cfRNA_185,cfRNA_181,similarity
cfRNA_185,cfRNA_182,similarity
cfRNA_185,cfRNA_184,similarity
cfRNA_186,cfRNA_170,similarity
cfRNA_186,cfRNA_183,similarity
cfRNA_186,cfRNA_118,similarity
cfRNA_186,cfRNA_175,similarity
cfRNA_186,cfRNA_187,similarity
cfRNA_186,cfRNA_181,similarity
cfRNA_186,cfRNA_185,similarity
cfRNA_186,cfRNA_177,similarity
cfRNA_186,cfRNA_184,similarity
cfRNA_186,cfRNA_182,similarity
cfRNA_187,cfRNA_170,similarity
cfRNA_187,cfRNA_176,similarity
cfRNA_187,cfRNA_175,similarity
cfRNA_187,cfRNA_183,similarity
cfRNA_187,cfRNA_185,similarity
cfRNA_187,cfRNA_181,similarity
cfRNA_187,cfRNA_184,similarity
cfRNA_187,cfRNA_186,similarity
cfRNA_187,cfRNA_177,similarity
cfRNA_187,cfRNA_182,similarity
cfRNA_188,cfRNA_118,similarity
cfRNA_188,cfRNA_181,similarity
cfRNA_188,cfRNA_177,similarity
cfRNA_188,cfRNA_175,similarity
cfRNA_188,cfRNA_183,similarity
cfRNA_188,cfRNA_187,similarity
cfRNA_188,cfRNA_184,similarity
cfRNA_188,cfRNA_185,similarity
cfRNA_188,cfRNA_182,similarity
cfRNA_188,cfRNA_186,similarity
cfRNA_189,cfRNA_185,similarity
cfRNA_189,cfRNA_181,similarity
cfRNA_189,cfRNA_113,similarity
cfRNA_189,cfRNA_175,similarity
cfRNA_189,cfRNA_188,similarity
cfRNA_189,cfRNA_182,similarity
cfRNA_189,cfRNA_186,similarity
cfRNA_189,cfRNA_177,similarity
cfRNA_189,cfRNA_183,similarity
cfRNA_189,cfRNA_187,similarity
cfRNA_190,cfRNA_187,similarity
cfRNA_190,cfRNA_184,similarity
cfRNA_190,cfRNA_182,similarity
cfRNA_190,cfRNA_183,similarity
cfRNA_190,cfRNA_125,similarity
cfRNA_190,cfRNA_181,similarity
cfRNA_190,cfRNA_177,similarity
cfRNA_190,cfRNA_178,similarity
cfRNA_190,cfRNA_174,similarity
cfRNA_190,cfRNA_180,similarity
cfRNA_191,cfRNA_175,similarity
cfRNA_191,cfRNA_118,similarity
cfRNA_191,cfRNA_182,similarity
cfRNA_191,cfRNA_187,similarity
cfRNA_191,cfRNA_185,similarity
cfRNA_191,cfRNA_188,similarity
cfRNA_191,cfRNA_177,similarity
cfRNA_191,cfRNA_186,similarity
cfRNA_191,cfRNA_183,similarity
cfRNA_191,cfRNA_189,similarity
cfRNA_192,cfRNA_82,similarity
cfRNA_192,cfRNA_203,similarity
cfRNA_192,cfRNA_20,similarity
cfRNA_192,cfRNA_18,similarity
cfRNA_192,cfRNA_19,similarity
cfRNA_192,cfRNA_2,similarity
cfRNA_192,cfRNA_0,similarity
cfRNA_192,cfRNA_194,similarity
cfRNA_192,cfRNA_196,similarity
cfRNA_192,cfRNA_193,similarity
cfRNA_193,cfRNA_18,similarity
cfRNA_193,cfRNA_20,similarity
cfRNA_193,cfRNA_6,similarity
cfRNA_193,cfRNA_2,similarity
cfRNA_193,cfRNA_194,similarity
cfRNA_193,cfRNA_203,similarity
cfRNA_193,cfRNA_0,similarity
cfRNA_193,cfRNA_82,similarity
cfRNA_193,cfRNA_192,similarity
cfRNA_193,cfRNA_196,similarity
cfRNA_194,cfRNA_2,similarity
cfRNA_194,cfRNA_65,similarity
cfRNA_194,cfRNA_197,similarity
cfRNA_194,cfRNA_77,similarity
cfRNA_194,cfRNA_0,similarity
cfRNA_194,cfRNA_203,similarity
cfRNA_194,cfRNA_82,similarity
cfRNA_194,cfRNA_196,similarity
cfRNA_194,cfRNA_192,similarity
cfRNA_194,cfRNA_193,similarity
cfRNA_195,cfRNA_77,similarity
cfRNA_195,cfRNA_205,similarity
cfRNA_195,cfRNA_79,similarity
cfRNA_195,cfRNA_89,similarity
cfRNA_195,cfRNA_65,similarity
cfRNA_195,cfRNA_57,similarity
cfRNA_195,cfRNA_49,similarity
cfRNA_195,cfRNA_67,similarity
cfRNA_195,cfRNA_48,similarity
cfRNA_195,cfRNA_45,similarity
cfRNA_196,cfRNA_203,similarity
cfRNA_196,cfRNA_6,similarity
cfRNA_196,cfRNA_204,similarity
cfRNA_196,cfRNA_19,similarity
cfRNA_196,cfRNA_82,similarity
cfRNA_196,cfRNA_18,similarity
cfRNA_196,cfRNA_20,similarity
cfRNA_196,cfRNA_0,similarity
cfRNA_196,cfRNA_2,similarity
cfRNA_196,cfRNA_193,similarity
cfRNA_197,cfRNA_81,similarity
cfRNA_197,cfRNA_6,similarity
cfRNA_197,cfRNA_8,similarity
cfRNA_197,cfRNA_203,similarity
cfRNA_197,cfRNA_134,similarity
cfRNA_197,cfRNA_65,similarity
cfRNA_197,cfRNA_11,similarity
cfRNA_197,cfRNA_82,similarity
cfRNA_197,cfRNA_77,similarity
cfRNA_197,cfRNA_47,similarity
cfRNA_198,cfRNA_176,similarity
cfRNA_198,cfRNA_102,similarity
cfRNA_198,cfRNA_105,similarity
cfRNA_198,cfRNA_153,similarity
cfRNA_198,cfRNA_78,similarity
cfRNA_198,cfRNA_173,similarity
cfRNA_198,cfRNA_139,similarity
cfRNA_198,cfRNA_159,similarity
cfRNA_198,cfRNA_158,similarity
cfRNA_198,cfRNA_70,similarity
cfRNA_199,cfRNA_7,similarity
cfRNA_199,cfRNA_4,similarity
cfRNA_199,cfRNA_194,similarity
cfRNA_199,cfRNA_1,similarity
cfRNA_199,cfRNA_192,similarity
cfRNA_199,cfRNA_0,similarity
cfRNA_199,cfRNA_200,similarity
cfRNA_199,cfRNA_22,similarity
cfRNA_199,cfRNA_32,similarity
cfRNA_199,cfRNA_201,similarity
cfRNA_200,cfRNA_2,similarity
cfRNA_200,cfRNA_0,similarity
cfRNA_200,cfRNA_24,similarity
cfRNA_200,cfRNA_82,similarity
cfRNA_200,cfRNA_193,similarity
cfRNA_200,cfRNA_196,similarity
cfRNA_200,cfRNA_36,similarity
cfRNA_200,cfRNA_203,similarity
cfRNA_200,cfRNA_6,similarity
cfRNA_200,cfRNA_11,similarity
cfRNA_201,cfRNA_16,similarity
cfRNA_201,cfRNA_30,similarity
cfRNA_201,cfRNA_204,similarity
cfRNA_201,cfRNA_20,similarity
cfRNA_201,cfRNA_2,similarity
cfRNA_201,cfRNA_18,similarity
cfRNA_201,cfRNA_10,similarity
cfRNA_201,cfRNA_101,similarity
cfRNA_201,cfRNA_21,similarity
cfRNA_201,cfRNA_5,similarity
cfRNA_202,cfRNA_125,similarity
cfRNA_202,cfRNA_187,similarity
cfRNA_202,cfRNA_102,similarity
cfRNA_202,cfRNA_177,similarity
cfRNA_202,cfRNA_178,similarity
cfRNA_202,cfRNA_185,similarity
cfRNA_202,cfRNA_182,similarity
cfRNA_202,cfRNA_181,similarity
cfRNA_202,cfRNA_180,similarity
cfRNA_202,cfRNA_184,similarity
cfRNA_203,cfRNA_200,similarity
cfRNA_203,cfRNA_8,similarity
cfRNA_203,cfRNA_26,similarity
cfRNA_203,cfRNA_82,similarity
cfRNA_203,cfRNA_11,similarity
cfRNA_203,cfRNA_36,similarity
cfRNA_203,cfRNA_193,similarity
cfRNA_203,cfRNA_6,similarity
cfRNA_203,cfRNA_196,similarity
cfRNA_203,cfRNA_24,similarity
cfRNA_204,cfRNA_19,similarity
cfRNA_204,cfRNA_101,similarity
cfRNA_204,cfRNA_196,similarity
cfRNA_204,cfRNA_20,similarity
cfRNA_204,cfRNA_18,similarity
cfRNA_204,cfRNA_2,similarity
cfRNA_204,cfRNA_21,similarity
cfRNA_204,cfRNA_10,similarity
cfRNA_204,cfRNA_16,similarity
cfRNA_204,cfRNA_5,similarity
cfRNA_205,cfRNA_64,similarity
cfRNA_205,cfRNA_91,similarity
cfRNA_205,cfRNA_47,similarity
cfRNA_205,cfRNA_86,similarity
cfRNA_205,cfRNA_49,similarity
cfRNA_205,cfRNA_195,similarity
cfRNA_205,cfRNA_50,similarity
cfRNA_205,cfRNA_79,similarity
cfRNA_205,cfRNA_67,similarity
cfRNA_205,cfRNA_45,similarity
cfRNA_206,cfRNA_170,similarity
cfRNA_206,cfRNA_183,similarity
cfRNA_206,cfRNA_175,similarity
cfRNA_206,cfRNA_118,similarity
cfRNA_206,cfRNA_177,similarity
cfRNA_206,cfRNA_181,similarity
cfRNA_206,cfRNA_182,similarity
cfRNA_206,cfRNA_186,similarity
cfRNA_206,cfRNA_184,similarity
cfRNA_206,cfRNA_185,similarity
cfRNA_207,cfRNA_127,similarity
cfRNA_207,cfRNA_182,similarity
cfRNA_207,cfRNA_185,similarity
cfRNA_207,cfRNA_184,similarity
cfRNA_207,cfRNA_186,similarity
cfRNA_207,cfRNA_113,similarity
cfRNA_207,cfRNA_183,similarity
cfRNA_207,cfRNA_114,similarity
cfRNA_207,cfRNA_206,similarity
cfRNA_207,cfRNA_208,similarity
cfRNA_208,cfRNA_177,similarity
cfRNA_208,cfRNA_118,similarity
cfRNA_208,cfRNA_113,similarity
cfRNA_208,cfRNA_175,similarity
cfRNA_208,cfRNA_183,similarity
cfRNA_208,cfRNA_186,similarity
cfRNA_208,cfRNA_181,similarity
cfRNA_208,cfRNA_185,similarity
cfRNA_208,cfRNA_182,similarity
cfRNA_208,cfRNA_184,similarity
placenta_0,placenta_55,similarity
placenta_0,placenta_98,similarity
placenta_0,placenta_78,similarity
placenta_0,placenta_75,similarity
placenta_0,placenta_79,similarity
placenta_0,placenta_4,similarity
placenta_0,placenta_11,similarity
placenta_0,placenta_17,similarity
placenta_0,placenta_66,similarity
